id,neighbourhood_group,latitude,longitude,room_type,price
26274490,Staten Island,40.63428,-74.13339,Private room,50
26274952,Staten Island,40.60307,-74.08441,Entire home/apt,100
26280881,Staten Island,40.63705,-74.07722,Private room,80
26295421,Staten Island,40.63408,-74.13224,Private room,55
26331103,Staten Island,40.63402,-74.11375,Private room,40
26430901,Staten Island,40.59691,-74.087,Private room,30
26431251,Staten Island,40.60531,-74.08893,Private room,30
26431441,Staten Island,40.60697,-74.08765,Private room,30
26606845,Staten Island,40.61543,-74.08513,Entire home/apt,100
26889078,Staten Island,40.64641,-74.08502,Entire home/apt,130
27083575,Staten Island,40.62972,-74.12539,Private room,22
27086249,Staten Island,40.527,-74.20941,Private room,118
27088022,Staten Island,40.59886,-74.13217,Entire home/apt,249
27191921,Staten Island,40.64275,-74.08001,Private room,120
27203413,Staten Island,40.63813,-74.0929,Private room,115
27236170,Staten Island,40.63513,-74.07929,Private room,135
27365033,Staten Island,40.6157,-74.0985,Private room,89
27402384,Staten Island,40.6406,-74.11702,Entire home/apt,67
27492179,Staten Island,40.6075,-74.06679,Private room,100
27510869,Staten Island,40.63461,-74.08937,Private room,55
27579796,Staten Island,40.63183,-74.09268,Private room,100
27700747,Staten Island,40.56629,-74.10331,Private room,36
27707814,Staten Island,40.63577,-74.13113,Private room,46
27852410,Staten Island,40.59623,-74.0839,Private room,34
27876268,Staten Island,40.63782,-74.07732,Private room,85
27910595,Staten Island,40.63068,-74.15521,Private room,40
27938207,Staten Island,40.61706,-74.08567,Private room,50
27939557,Staten Island,40.61683,-74.08552,Private room,40
27939842,Staten Island,40.61542,-74.08496,Shared room,95
27962805,Staten Island,40.61672,-74.0855,Shared room,75
27964104,Staten Island,40.61575,-74.08658,Shared room,75
27967621,Staten Island,40.63482,-74.095,Entire home/apt,65
28031322,Staten Island,40.63556,-74.07623,Entire home/apt,150
28407992,Staten Island,40.62301,-74.16558,Entire home/apt,71
28409283,Staten Island,40.59448,-74.16388,Private room,40
