id,neighbourhood_group,latitude,longitude,room_type,price
18584742,Bronx,40.84111,-73.92513,Private room,80
18615054,Bronx,40.83159,-73.83375,Private room,40
18635370,Bronx,40.91169,-73.90564,Private room,50
18685854,Bronx,40.87192,-73.84676,Private room,60
18690466,Bronx,40.84594,-73.89358,Private room,45
18702075,Bronx,40.87309,-73.86326,Private room,60
18721209,Bronx,40.88702,-73.86575,Private room,60
18734427,Bronx,40.87315,-73.87925,Private room,65
18795447,Bronx,40.84473,-73.91175,Private room,55
18852048,Bronx,40.85961,-73.86361,Private room,49
18852919,Bronx,40.87063,-73.84896,Private room,70
18872858,Bronx,40.87188,-73.842,Entire home/apt,75
18894445,Bronx,40.85152,-73.90374,Entire home/apt,48
18897901,Bronx,40.86707,-73.90712,Private room,55
18914730,Bronx,40.83051,-73.82511,Entire home/apt,95
18984088,Bronx,40.87271,-73.89972,Private room,60
18988028,Bronx,40.85484,-73.90646,Private room,60
18992796,Bronx,40.85624,-73.90946,Private room,40
19038705,Bronx,40.80652,-73.85312,Entire home/apt,350
19054683,Bronx,40.90281,-73.85201,Entire home/apt,28
19081224,Bronx,40.85168,-73.86659,Entire home/apt,100
19111261,Bronx,40.8229,-73.90295,Entire home/apt,100
19119686,Bronx,40.82964,-73.92882,Private room,60
19181398,Bronx,40.81023,-73.91926,Private room,70
19264368,Bronx,40.8329,-73.89608,Private room,60
19295941,Bronx,40.85771,-73.90899,Private room,40
19326306,Bronx,40.81227,-73.88871,Private room,37
19359445,Bronx,40.90391,-73.85312,Entire home/apt,120
19430239,Bronx,40.88249,-73.86274,Private room,50
19460218,Bronx,40.83855,-73.83167,Entire home/apt,85
19527492,Bronx,40.83625,-73.91079,Entire home/apt,127
19530518,Bronx,40.83083,-73.91928,Private room,62
19588726,Bronx,40.86729,-73.89046,Private room,75
19593009,Bronx,40.8774,-73.87537,Private room,29
19655186,Bronx,40.82153,-73.92683,Entire home/apt,140
